temp_c,precp_cm,biome_id,biome
-8.14723402257845,9.86263592345629,6,Tundra
-8.367779942263008,8.4996594897585,6,Tundra
-8.66498932100359,6.925454450206928,6,Tundra
-8.954537986715797,5.627399474641342,6,Tundra
-9.222625390194098,4.594081857165309,6,Tundra
-9.45533832468843,3.8112824887930987,6,Tundra
-9.638707254676461,3.268337037785413,6,Tundra
-9.758811520586228,2.951491856482705,6,Tundra
-9.758987959724928,2.9510263951565237,6,Tundra
-10.216002065388317,1.6071335024658935,6,Tundra
-4.077405121224212,108.10433084124737,7,Boreal forest
-3.851808388293003,110.97939725945383,7,Boreal forest
-3.188030135893163,119.97803521848782,7,Boreal forest
-2.2559016124111064,132.5454824394004,7,Boreal forest
-1.265303823315417,145.71518376327427,7,Boreal forest
-0.4720069472152453,156.08353352342036,7,Boreal forest
-0.20480202783580026,159.51913218532735,7,Boreal forest
-0.09128077545942936,160.97939725945383,7,Boreal forest
0.265111366676841,165.24307192624022,7,Boreal forest
0.767000727579978,170.77112473152079,7,Boreal forest
1.298988429131363,176.1276127612761,7,Boreal forest
1.8594597131926704,181.34003876578132,7,Boreal forest
2.4469688079423584,186.43459584053642,7,Boreal forest
3.059450325063956,191.43560614564853,7,Boreal forest
3.6955899265378953,196.3730046474035,7,Boreal forest
4.187903396155564,200.0606183067286,7,Boreal forest
4.353509986621917,201.27111350590835,7,Boreal forest
4.280658107822662,199.66585093883532,7,Boreal forest
4.07149060013613,194.81264452975904,7,Boreal forest
3.8503062876992047,188.61049370243143,7,Boreal forest
3.6848874598070775,182.82181959692565,7,Boreal forest
3.538057126763208,177.41107444077738,7,Boreal forest
3.4323467974745974,172.50548184070107,7,Boreal forest
3.360058206398014,168.20420137251818,7,Boreal forest
3.2840143638369295,164.30610748149638,7,Boreal forest
3.242143309784778,161.90251678229043,7,Boreal forest
3.2243058652334167,160.6907119283357,7,Boreal forest
3.1390616565353113,155.72973964063073,7,Boreal forest
3.0874269486234667,150.05706352948218,7,Boreal forest
3.0441088056232135,144.3542680419915,7,Boreal forest
3.018518083882933,140.9852719965874,7,Boreal forest
2.9713896777524855,133.48319525830132,7,Boreal forest
2.909615790832497,125.73415504815786,7,Boreal forest
2.845588753021806,114.35737111126076,7,Boreal forest
2.808411763325278,107.05922633079632,7,Boreal forest
2.788508930457441,104.12410288647911,7,Boreal forest
2.768606097589604,99.89185993429274,7,Boreal forest
2.740629474030092,95.42200818721327,7,Boreal forest
2.700072757997514,90.76300487191574,7,Boreal forest
2.641866359987798,85.96592652462522,7,Boreal forest
2.5613162156453164,81.0801658397132,7,Boreal forest
2.453540498040228,76.15511551155114,7,Boreal forest
2.3136573802426863,71.24016823451052,7,Boreal forest
2.1369727978970605,66.38602635773782,7,Boreal forest
1.918792686647734,61.64226966914378,7,Boreal forest
1.6540474569906376,57.057729582482054,7,Boreal forest
1.3380430445701421,52.68292135335982,7,Boreal forest
0.9658976224564046,48.56686348906999,7,Boreal forest
0.5329734550660685,44.75988415168047,7,Boreal forest
0.047344333090805435,41.268718708605554,7,Boreal forest
-0.38882812683361756,38.95193941162823,7,Boreal forest
-0.657422489262327,37.81478487984853,7,Boreal forest
-1.354190625953482,35.76405259573576,7,Boreal forest
-1.7611096768136676,34.556737986723846,7,Boreal forest
-2.2206961297439385,33.18571653083675,7,Boreal forest
-2.718999225479381,31.68971659070669,7,Boreal forest
-3.2422371910718883,30.105969780651527,7,Boreal forest
-4.3084469688079405,26.828278065901827,7,Boreal forest
-5.07087567770554,24.42375189899942,7,Boreal forest
-5.749599831013683,22.208564393854353,7,Boreal forest
-5.949172671157321,21.53484055888582,7,Boreal forest
-6.13254160114535,20.90115474132447,7,Boreal forest
-6.297997981552326,20.311997186113167,7,Boreal forest
-6.443814396695377,19.7727936058912,7,Boreal forest
-6.568207102119368,19.28747296498357,7,Boreal forest
-6.724725983993238,18.670625565957955,7,Boreal forest
-6.676020372239303,18.950517500729667,7,Boreal forest
-6.637078414345058,19.182887676522753,7,Boreal forest
-6.533076724481892,20.143238813677286,7,Boreal forest
-6.382491139953528,22.012677458222008,7,Boreal forest
-6.2298589433661125,24.433293669503,7,Boreal forest
-6.079799094045579,27.27992186973799,7,Boreal forest
-5.937061985119816,30.427583574683993,7,Boreal forest
-5.806304128429599,33.75130030009804,7,Boreal forest
-5.692238364587979,37.12702902943356,7,Boreal forest
-5.62021264111531,39.597412122164585,7,Boreal forest
-5.599389771633768,40.42904290429043,7,Boreal forest
-5.577158682845542,41.31399534511274,7,Boreal forest
-5.508437580679232,43.96698173218682,7,Boreal forest
-5.400398995470228,48.102871511640956,7,Boreal forest
-5.279892975332691,52.773474626374195,7,Boreal forest
-5.1515384795925545,57.92004370505077,7,Boreal forest
-5.020048348862861,63.481773347402765,7,Boreal forest
-4.889928884925013,69.3971097790051,7,Boreal forest
-4.765892928392049,75.60618306728631,7,Boreal forest
-4.678846198981387,80.43488022271615,7,Boreal forest
-4.652503109817636,82.04931037321418,7,Boreal forest
-4.640636515126621,82.78084611182206,7,Boreal forest
-4.601394137113618,84.97264692455641,7,Boreal forest
-4.53977046025301,88.13639867388098,7,Boreal forest
-4.469960335156193,91.4683475150236,7,Boreal forest
-4.39412303142676,94.89515278058417,7,Boreal forest
-4.314755791301898,98.34478345793761,7,Boreal forest
-4.154124909052504,105.02159059443356,7,Boreal forest
-4.096782218884219,107.33387964646803,7,Boreal forest
-4.077405121224212,108.10433084124737,7,Boreal forest
-10.216002065388317,1.6071335024658935,8,Temperate grassland/desert
-9.268833759710844,3.3749803551783746,8,Temperate grassland/desert
-9.212861736334405,3.52409390598924,8,Temperate grassland/desert
-9.044833008660548,3.9749893356682615,8,Temperate grassland/desert
-8.82128288778839,4.576495064472436,8,Temperate grassland/desert
-8.594127725491116,5.185297441308757,8,Temperate grassland/desert
-8.112760813950759,6.447430457331449,8,Temperate grassland/desert
-7.568193019926302,7.809658516872098,8,Temperate grassland/desert
-6.927584669185815,9.31894209829146,8,Temperate grassland/desert
-6.158490388903232,11.022428773489597,8,Temperate grassland/desert
-5.228126833618887,12.968014488523682,8,Temperate grassland/desert
-4.103973525477034,15.202846815293775,8,Temperate grassland/desert
-2.753247119018001,17.774634606317775,8,Temperate grassland/desert
-1.1434083601286176,20.730151246417158,8,Temperate grassland/desert
-0.23114511699955287,22.367219715168794,8,Temperate grassland/desert
0.7582134391062532,24.1174797751884,8,Temperate grassland/desert
1.8286666510197858,25.98766679389027,8,Temperate grassland/desert
2.984157532799774,27.983580670992264,8,Temperate grassland/desert
4.229023399910815,30.11176968036939,8,Temperate grassland/desert
5.567395028985851,32.37672406696451,8,Temperate grassland/desert
7.003027671509379,34.78555338527049,8,Temperate grassland/desert
8.540239866688573,37.34349625438734,8,Temperate grassland/desert
11.935362733823084,42.931418992239365,8,Temperate grassland/desert
13.80153495904429,45.973185753949544,8,Temperate grassland/desert
15.785434318304507,49.188014039499194,8,Temperate grassland/desert
17.3648930926843,51.7356667639553,8,Temperate grassland/desert
17.8913793508109,52.58207793568472,8,Temperate grassland/desert
17.77121130330697,50.30907852690031,8,Temperate grassland/desert
17.46252963128125,44.872514462330585,8,Temperate grassland/desert
17.07423662778417,38.49524408223135,8,Temperate grassland/desert
16.620038960734153,31.476242862381476,8,Temperate grassland/desert
15.845893867204918,20.40124080435254,8,Temperate grassland/desert
15.002088858638256,9.567402318463138,8,Temperate grassland/desert
14.135564578590376,0.0,8,Temperate grassland/desert
-5.814959983101367,1.775143500744632,8,Temperate grassland/desert
-7.033726852395144,1.570650262305144,8,Temperate grassland/desert
-8.147309127608139,1.477103492662193,8,Temperate grassland/desert
-9.160569859412771,1.4851485148514854,8,Temperate grassland/desert
-10.216002065388317,1.6071335024658935,8,Temperate grassland/desert
-10.216002065388317,1.6071335024658935,5,Woodland/shrubland
-9.758987959724928,2.9510263951565237,5,Woodland/shrubland
-9.638707254676461,3.268337037785413,5,Woodland/shrubland
-9.45533832468843,3.8112824887930987,5,Woodland/shrubland
-9.222625390194098,4.594081857165309,5,Woodland/shrubland
-8.954537986715797,5.627399474641342,5,Woodland/shrubland
-8.66498932100359,6.925454450206928,5,Woodland/shrubland
-8.367779942263008,8.4996594897585,5,Woodland/shrubland
-8.14723402257845,9.86263592345629,5,Woodland/shrubland
-8.076898162273805,10.370594882617514,5,Woodland/shrubland
-8.06260943037529,10.45890303316046,5,Woodland/shrubland
-8.01961180087779,10.728691916810726,5,Woodland/shrubland
-7.968127303025325,11.0568539847182,5,Woodland/shrubland
-7.920304175370245,11.361629360214934,5,Woodland/shrubland
-7.874095805853498,11.666404735711664,5,Woodland/shrubland
-7.827380477386344,11.970431737051253,5,Woodland/shrubland
-7.778017696622621,12.291858437544436,5,Woodland/shrubland
-7.723885746473584,12.640600794773357,5,Woodland/shrubland
-7.663013119909874,13.030690824184457,5,Woodland/shrubland
-7.5929776797239885,13.467741331956324,5,Woodland/shrubland
-7.512220996549862,13.972145513871116,5,Woodland/shrubland
-7.417907855516698,14.545025931164545,5,Woodland/shrubland
-7.308836576149458,15.210143463325924,5,Woodland/shrubland
-7.182171943577346,15.969556139287395,5,Woodland/shrubland
-7.035473044335438,16.836173413259694,5,Woodland/shrubland
-6.868251695730747,17.827956265014258,5,Woodland/shrubland
-6.724725983993238,18.670625565957955,5,Woodland/shrubland
-6.723993709953762,18.66987719180081,5,Woodland/shrubland
-6.724725983993238,18.670625565957955,5,Woodland/shrubland
-6.568207102119368,19.28747296498357,5,Woodland/shrubland
-6.443814396695377,19.7727936058912,5,Woodland/shrubland
-6.297997981552326,20.311997186113167,5,Woodland/shrubland
-6.13254160114535,20.90115474132447,5,Woodland/shrubland
-5.949172671157321,21.53484055888582,5,Woodland/shrubland
-5.749599831013683,22.208564393854353,5,Woodland/shrubland
-5.07087567770554,24.42375189899942,5,Woodland/shrubland
-4.3084469688079405,26.828278065901827,5,Woodland/shrubland
-3.2422371910718883,30.105969780651527,5,Woodland/shrubland
-2.718999225479381,31.68971659070669,5,Woodland/shrubland
-2.2206961297439385,33.18571653083675,5,Woodland/shrubland
-1.7611096768136676,34.556737986723846,5,Woodland/shrubland
-1.354190625953482,35.76405259573576,5,Woodland/shrubland
-0.657422489262327,37.81478487984853,5,Woodland/shrubland
-0.4010139179008121,38.49954723363492,5,Woodland/shrubland
-0.23760414955289022,38.83425757541741,5,Woodland/shrubland
-0.013302978383830322,39.3371650090179,5,Woodland/shrubland
0.2691482620226733,40.05990735127934,5,Woodland/shrubland
0.6071960006571686,41.024000359219585,5,Woodland/shrubland
0.9981927852230861,42.25975318620297,5,Woodland/shrubland
1.439434834651582,43.796726611436654,5,Woodland/shrubland
1.9285563405074324,45.66392013350995,5,Woodland/shrubland
2.462740864177249,47.89164290578717,5,Woodland/shrubland
3.039359729621893,50.51020408163265,5,Woodland/shrubland
3.655972023376444,53.54748059839997,5,Woodland/shrubland
4.309573544253295,57.03434289007131,5,Woodland/shrubland
4.997911141361747,61.000538829393136,5,Woodland/shrubland
5.718356138662664,65.47544210203333,5,Woodland/shrubland
6.468092097542662,70.48898767427761,5,Woodland/shrubland
6.947074424390362,73.72439624914871,5,Woodland/shrubland
7.436571455394656,76.86906445746615,5,Woodland/shrubland
7.934705564813296,79.92411486046562,5,Woodland/shrubland
8.95068885394419,85.75675594770361,5,Woodland/shrubland
9.982444199309974,91.21988729485193,5,Woodland/shrubland
11.017579271011808,96.30639934741772,5,Woodland/shrubland
12.043326214002398,101.01217604753671,5,Woodland/shrubland
13.047104935808672,105.33216586964818,5,Woodland/shrubland
14.016147581383347,109.2626269429664,5,Woodland/shrubland
14.937874058253339,112.79701099361634,5,Woodland/shrubland
15.7997042739456,115.93213743143022,5,Woodland/shrubland
16.588870373412824,118.6618321696115,5,Woodland/shrubland
17.29298002675617,120.98160496321739,5,Woodland/shrubland
17.848976332589107,122.71070227030441,5,Woodland/shrubland
18.161757457694748,123.68342276404508,5,Woodland/shrubland
18.39495857488206,124.3734237369315,5,Woodland/shrubland
18.76747952214425,125.43517957237898,5,Woodland/shrubland
19.06789964090408,126.22228209215479,5,Woodland/shrubland
19.070340554369004,125.65314354564707,5,Woodland/shrubland
19.063017813974234,121.21977503872834,5,Woodland/shrubland
19.042551693383718,116.31960815129132,5,Woodland/shrubland
19.006689041706764,110.17040479558159,5,Woodland/shrubland
18.952237895181547,103.03297336536372,5,Woodland/shrubland
18.87675734034314,95.17148993810943,5,Woodland/shrubland
18.830192221935363,91.05019345471962,5,Woodland/shrubland
18.777618701152395,86.84713709466183,5,Woodland/shrubland
18.718285727697328,82.593004198379,5,Woodland/shrubland
18.65200553899594,78.3227812577176,5,Woodland/shrubland
18.594174666134677,75.15753276007871,5,Woodland/shrubland
18.526955664562163,71.44054541508571,5,Woodland/shrubland
18.372614828549306,64.98432156140782,5,Woodland/shrubland
18.167765860069945,58.76121625768018,5,Woodland/shrubland
17.930433966249684,53.34504538889262,5,Woodland/shrubland
17.8913793508109,52.58207793568472,5,Woodland/shrubland
17.3648930926843,51.7356667639553,5,Woodland/shrubland
15.785434318304507,49.188014039499194,5,Woodland/shrubland
13.80153495904429,45.973185753949544,5,Woodland/shrubland
11.935362733823084,42.931418992239365,5,Woodland/shrubland
8.540239866688573,37.34349625438734,5,Woodland/shrubland
7.003027671509379,34.78555338527049,5,Woodland/shrubland
5.567395028985851,32.37672406696451,5,Woodland/shrubland
4.229023399910815,30.11176968036939,5,Woodland/shrubland
2.984157532799774,27.983580670992264,5,Woodland/shrubland
1.8286666510197858,25.98766679389027,5,Woodland/shrubland
0.7582134391062532,24.1174797751884,5,Woodland/shrubland
-0.23114511699955287,22.367219715168794,5,Woodland/shrubland
-1.1434083601286176,20.730151246417158,5,Woodland/shrubland
-2.753247119018001,17.774634606317775,5,Woodland/shrubland
-4.103973525477034,15.202846815293775,5,Woodland/shrubland
-5.228126833618887,12.968014488523682,5,Woodland/shrubland
-6.158490388903232,11.022428773489597,5,Woodland/shrubland
-6.927584669185815,9.31894209829146,5,Woodland/shrubland
-7.568193019926302,7.809658516872098,5,Woodland/shrubland
-8.112760813950759,6.447430457331449,5,Woodland/shrubland
-8.594127725491116,5.185297441308757,5,Woodland/shrubland
-8.82128288778839,4.576495064472436,5,Woodland/shrubland
-9.044833008660548,3.9749893356682615,5,Woodland/shrubland
-9.212861736334405,3.52409390598924,5,Woodland/shrubland
-9.268833759710844,3.3749803551783746,5,Woodland/shrubland
-10.216002065388317,1.6071335024658935,5,Woodland/shrubland
-0.657422489262327,37.81478487984853,9,Temperate seasonal forest
-0.38882812683361756,38.95193941162823,9,Temperate seasonal forest
0.047344333090805435,41.268718708605554,9,Temperate seasonal forest
0.5329734550660685,44.75988415168047,9,Temperate seasonal forest
0.9658976224564046,48.56686348906999,9,Temperate seasonal forest
1.3380430445701421,52.68292135335982,9,Temperate seasonal forest
1.6540474569906376,57.057729582482054,9,Temperate seasonal forest
1.918792686647734,61.64226966914378,9,Temperate seasonal forest
2.1369727978970605,66.38602635773782,9,Temperate seasonal forest
2.3136573802426863,71.24016823451052,9,Temperate seasonal forest
2.453540498040228,76.15511551155114,9,Temperate seasonal forest
2.5613162156453164,81.0801658397132,9,Temperate seasonal forest
2.641866359987798,85.96592652462522,9,Temperate seasonal forest
2.700072757997514,90.76300487191574,9,Temperate seasonal forest
2.740629474030092,95.42200818721327,9,Temperate seasonal forest
2.768606097589604,99.89185993429274,9,Temperate seasonal forest
2.788508930457441,104.12410288647911,9,Temperate seasonal forest
2.808411763325278,107.05922633079632,9,Temperate seasonal forest
2.845588753021806,114.35737111126076,9,Temperate seasonal forest
2.909615790832497,125.73415504815786,9,Temperate seasonal forest
2.9713896777524855,133.48319525830132,9,Temperate seasonal forest
3.018518083882933,140.9852719965874,9,Temperate seasonal forest
3.0438660314032937,144.3544524520479,9,Temperate seasonal forest
3.0874269486234667,150.05706352948218,9,Temperate seasonal forest
3.1390616565353113,155.72973964063073,9,Temperate seasonal forest
3.2243058652334167,160.6907119283357,9,Temperate seasonal forest
3.3795855141174016,165.75458566264788,9,Temperate seasonal forest
3.624427910906663,170.66261047873493,9,Temperate seasonal forest
3.9413711361982777,175.3661420563825,9,Temperate seasonal forest
4.32478231276551,179.86761261160126,9,Temperate seasonal forest
4.768840800807384,184.1670221443913,9,Temperate seasonal forest
5.2681014856713695,188.2699834609311,9,Temperate seasonal forest
5.816931490130733,192.17836749661356,9,Temperate seasonal forest
6.4095101743844936,195.8959161222245,9,Temperate seasonal forest
7.040204661205909,199.42262933776368,9,Temperate seasonal forest
7.703569835942453,202.76411994940986,9,Temperate seasonal forest
9.105217452531274,208.8989171025946,9,Temperate seasonal forest
10.569765531485437,214.32088787109996,9,Temperate seasonal forest
12.051775529842516,219.05248347964047,9,Temperate seasonal forest
13.505996667214308,223.11615515293025,9,Temperate seasonal forest
14.887741450935295,226.53248318029085,9,Temperate seasonal forest
15.537212195179201,228.00678026986367,9,Temperate seasonal forest
16.15157133804305,229.32578972182932,9,Temperate seasonal forest
17.727650386086793,232.39225283072523,9,Temperate seasonal forest
18.14523435116296,233.12753044011885,9,Temperate seasonal forest
18.499730091299554,233.72061695965505,9,Temperate seasonal forest
18.78494144154717,234.17899613090557,9,Temperate seasonal forest
18.995986574975948,234.50079701847733,9,Temperate seasonal forest
19.171356819301995,234.74963142572756,9,Temperate seasonal forest
19.166850517520597,234.1378355522627,9,Temperate seasonal forest
19.154833712770202,232.33425383354657,9,Temperate seasonal forest
19.136432980496167,229.42307836225802,9,Temperate seasonal forest
19.113713709014956,225.481017489504,9,Temperate seasonal forest
19.087990236346144,220.58852143717763,9,Temperate seasonal forest
19.060952425657756,214.82229855638622,9,Temperate seasonal forest
19.034102377543604,208.25905719823683,9,Temperate seasonal forest
19.00894219259746,200.97737664922954,9,Temperate seasonal forest
18.987537259135827,193.05583619586443,9,Temperate seasonal forest
18.971014152604035,184.5711441892488,9,Temperate seasonal forest
18.95974839815054,166.2275581299626,9,Temperate seasonal forest
18.987725021710055,146.56739483472154,9,Temperate seasonal forest
19.054192972985664,128.76937353599305,9,Temperate seasonal forest
19.06789964090408,126.22228209215479,9,Temperate seasonal forest
18.76747952214425,125.43517957237898,9,Temperate seasonal forest
18.39495857488206,124.3734237369315,9,Temperate seasonal forest
18.161757457694748,123.68342276404508,9,Temperate seasonal forest
17.8491327716103,122.70567192773696,9,Temperate seasonal forest
17.29298002675617,120.98160496321739,9,Temperate seasonal forest
16.588870373412824,118.6618321696115,9,Temperate seasonal forest
15.7997042739456,115.93213743143022,9,Temperate seasonal forest
14.937874058253339,112.79701099361634,9,Temperate seasonal forest
14.016147581383347,109.2626269429664,9,Temperate seasonal forest
13.047104935808672,105.33216586964818,9,Temperate seasonal forest
12.043326214002398,101.01217604753671,9,Temperate seasonal forest
11.017579271011808,96.30639934741772,9,Temperate seasonal forest
9.982444199309974,91.21988729485193,9,Temperate seasonal forest
8.95068885394419,85.75675594770361,9,Temperate seasonal forest
7.934705564813296,79.92411486046562,9,Temperate seasonal forest
7.436571455394656,76.86906445746615,9,Temperate seasonal forest
6.947074424390362,73.72439624914871,9,Temperate seasonal forest
6.468092097542662,70.48898767427761,9,Temperate seasonal forest
5.718356138662664,65.47544210203333,9,Temperate seasonal forest
4.997911141361747,61.000538829393136,9,Temperate seasonal forest
4.309573544253295,57.03434289007131,9,Temperate seasonal forest
3.655972023376444,53.54748059839997,9,Temperate seasonal forest
3.039359729621893,50.51020408163265,9,Temperate seasonal forest
2.462740864177249,47.89164290578717,9,Temperate seasonal forest
1.9285563405074324,45.66392013350995,9,Temperate seasonal forest
1.439434834651582,43.796726611436654,9,Temperate seasonal forest
0.9981927852230861,42.25975318620297,9,Temperate seasonal forest
0.6071960006571686,41.024000359219585,9,Temperate seasonal forest
0.2691482620226733,40.05990735127934,9,Temperate seasonal forest
-0.013302978383830322,39.3371650090179,9,Temperate seasonal forest
-0.23760414955289022,38.83425757541741,9,Temperate seasonal forest
-0.4010139179008121,38.49954723363492,9,Temperate seasonal forest
-0.657422489262327,37.81478487984853,9,Temperate seasonal forest
3.2243058652334167,160.6907119283357,3,Temperate rain forest
3.242143309784778,161.90251678229043,3,Temperate rain forest
3.2840143638369295,164.30610748149638,3,Temperate rain forest
3.360058206398014,168.20420137251818,3,Temperate rain forest
3.4323467974745974,172.50548184070107,3,Temperate rain forest
3.538057126763208,177.41107444077738,3,Temperate rain forest
3.6848874598070775,182.82181959692565,3,Temperate rain forest
3.8503062876992047,188.61049370243143,3,Temperate rain forest
4.07149060013613,194.81264452975904,3,Temperate rain forest
4.280658107822662,199.66585093883532,3,Temperate rain forest
4.353509986621917,201.27111350590835,3,Temperate rain forest
4.60567512380595,203.2505631515533,3,Temperate rain forest
5.376628253573358,209.03736632166616,3,Temperate rain forest
6.439927711408927,217.23767614856718,3,Temperate rain forest
8.6739268195367,234.95730525433493,3,Temperate rain forest
11.067148590607179,254.0502009384612,3,Temperate rain forest
13.309409252000847,271.53970499090724,3,Temperate rain forest
14.789353862041452,282.90563750252574,3,Temperate rain forest
15.865608937498536,291.4913600203557,3,Temperate rain forest
16.864881357523416,299.9068274174356,3,Temperate rain forest
17.785481258948064,308.2605539465511,3,Temperate rain forest
18.625531016030234,316.66479573127384,3,Temperate rain forest
19.38352852817612,325.22619608899663,3,Temperate rain forest
20.057408407069268,334.058882078684,3,Temperate rain forest
20.50897739808013,340.906505616548,3,Temperate rain forest
20.645480789541626,343.27136795312174,3,Temperate rain forest
20.421292275917104,331.14957754278817,3,Temperate rain forest
20.193911798530763,318.19334994723954,3,Temperate rain forest
19.862886380172277,297.65047933364764,3,Temperate rain forest
19.659539512286717,283.5286589883478,3,Temperate rain forest
19.565658225174268,276.4191044954835,3,Temperate rain forest
19.478348628159694,269.31142093801213,3,Temperate rain forest
19.398549534114117,262.23367234682644,3,Temperate rain forest
19.327011993334434,255.21205181742664,3,Temperate rain forest
19.264674818691766,248.27275244531256,3,Temperate rain forest
19.21247682305725,241.44383826137715,3,Temperate rain forest
19.180181660290568,236.42411860233642,3,Temperate rain forest
19.171356819301995,234.74963142572756,3,Temperate rain forest
18.995986574975948,234.50079701847733,3,Temperate rain forest
18.78494144154717,234.17899613090557,3,Temperate rain forest
